Agro-Ecological Zone Compatibility,Pest disease vulnerability,Water irrigation reliability,Post Harvest Storage,Market Access,Planting/Sowing Time,Farmer experience,Cooperative Membership,Input Access and Affordability,AEZ_Score,Pest_Score,Water_Score,Storage_Score,Market_Score,Planting_Score,Experience_Score,Coop_Score,Input_Score,Risk Factor,Crop Type,Farmer ID,Farm Location,Price,Gender,Farm size,Previous Yield Output (Kgs),Persons with disability,Age
High,Moderate,Moderate,No,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.5,1,0,0,0.5,0,0,0.325,Beans,FARM_1174,Kwale,137.27,Female,7.44,14965,No,56
High,Moderate,High,Yes,Yes,High,<1 year,Yes,No,0.0,0.5,0.0,0,0,0,0.5,0,1,0.145,Beans,FARM_1175,Kilifi,137.27,Male,70.15,204243,No,87
High,Low,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.0,0,0,0.1,Maize,FARM_1176,Siaya,55.61,Male,21.47,27082,No,18
Low,Moderate,Moderate,No,No,Low,1-4 years,No,Yes,1.0,0.5,0.5,1,1,1,0.5,1,0,0.785,Maize,FARM_1177,Nyamira,55.61,Male,15.27,13051,No,82
Moderate,Moderate,Moderate,No,Yes,High,5-9 years,Yes,Yes,0.5,0.5,0.5,1,0,0,0.0,0,0,0.375,Maize,FARM_1178,Kwale,55.61,Male,80.22,225284,No,36
High,Low,High,Yes,Yes,High,5-9 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,Maize,FARM_1179,Meru,55.61,Female,16.57,44948,No,52
High,Moderate,High,Yes,Yes,High,1-4 years,Yes,Yes,0.0,0.5,0.0,0,0,0,0.5,0,0,0.125,Beans,FARM_1180,Garissa,137.27,Male,10.7,21975,No,66
Moderate,Low,Moderate,No,No,High,<1 year,Yes,Yes,0.5,0.0,0.5,1,1,0,0.5,0,0,0.46,Beans,FARM_1181,Marsabit,137.27,Female,35.63,59019,No,69
High,Moderate,Moderate,No,Yes,High,1-4 years,No,Yes,0.0,0.5,0.5,1,0,0,0.5,1,0,0.375,Maize,FARM_1182,Machakos,55.61,Male,67.98,135528,No,19
High,Low,High,Yes,Yes,High,1-4 years,No,No,0.0,0.0,0.0,0,0,0,0.5,1,1,0.11,Beans,FARM_1183,Baringo,137.27,Male,76.46,221323,No,73
High,Low,High,Yes,Yes,Low,<1 year,Yes,Yes,0.0,0.0,0.0,0,0,1,0.5,0,0,0.14,Maize,FARM_1184,Kisii,55.61,Male,8.2,6245,No,78
High,High,Low,No,Yes,High,1-4 years,No,Yes,0.0,1.0,1.0,1,0,0,0.5,1,0,0.53,Maize,FARM_1185,Kilifi,55.61,Male,11.0,13157,No,52
High,High,Moderate,Yes,Yes,Low,>9 years,Yes,No,0.0,1.0,0.5,0,0,1,0.0,0,1,0.36,Maize,FARM_1186,Kirinyaga,55.61,Male,65.25,86311,No,72
High,Moderate,Low,Yes,No,Low,5-9 years,Yes,Yes,0.0,0.5,1.0,0,1,1,0.0,0,0,0.455,Beans,FARM_1187,Uasin Gishu,137.27,Male,2.25,2230,No,79
Moderate,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.5,0,0,0.285,Beans,FARM_1188,Wajir,137.27,Male,81.64,138112,No,20
Moderate,High,Low,Yes,Yes,Low,5-9 years,Yes,No,0.5,1.0,1.0,0,0,1,0.0,0,1,0.52,Maize,FARM_1189,Uasin Gishu,55.61,Female,10.14,24026,No,25
High,Moderate,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,1,0,0.0,0,0,0.285,Maize,FARM_1190,Nairobi,55.61,Male,80.73,87106,No,25
Low,Low,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,1.0,0.0,0.5,0,0,0,0.5,0,0,0.29,Maize,FARM_1191,Kitui,55.61,Female,5.87,14970,No,19
High,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,0,0.0,0,0,0.155,Beans,FARM_1192,Kisumu,137.27,Female,6.53,11115,No,34
Moderate,High,High,Yes,No,Low,>9 years,No,Yes,0.5,1.0,0.0,0,1,1,0.0,1,0,0.54,Beans,FARM_1193,Kisumu,137.27,Male,3.24,5415,No,34
High,Low,High,No,No,High,>9 years,Yes,No,0.0,0.0,0.0,1,1,0,0.0,0,1,0.28,Maize,FARM_1194,Isiolo,55.61,Female,32.06,34694,No,22
High,Moderate,Moderate,No,Yes,High,1-4 years,No,Yes,0.0,0.5,0.5,1,0,0,0.5,1,0,0.375,Beans,FARM_1195,Bungoma,137.27,Male,7.53,10685,No,77
High,Moderate,High,No,No,High,5-9 years,Yes,Yes,0.0,0.5,0.0,1,1,0,0.0,0,0,0.345,Beans,FARM_1196,Garissa,137.27,Male,17.69,44121,Yes,78
Moderate,High,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.5,1.0,0.5,0,0,0,0.5,0,0,0.37,Beans,FARM_1197,Kakamega,137.27,Male,84.17,244041,No,55
Moderate,Low,High,Yes,Yes,Low,5-9 years,No,No,0.5,0.0,0.0,0,0,1,0.0,1,1,0.26,Maize,FARM_1198,Kajiado,55.61,Female,17.4,42455,No,22
Moderate,Low,Low,Yes,Yes,Low,<1 year,No,Yes,0.5,0.0,1.0,0,0,1,0.5,1,0,0.42,Beans,FARM_1199,Meru,137.27,Male,19.89,20240,No,40
Moderate,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.5,0.0,0.5,0,0,1,0.0,0,0,0.26,Beans,FARM_1200,Nyeri,137.27,Male,17.3,19330,Yes,25
Moderate,Low,Moderate,No,No,Low,<1 year,No,Yes,0.5,0.0,0.5,1,1,1,0.5,1,0,0.6100000000000001,Maize,FARM_1201,Mombasa,55.61,Female,77.99,165599,No,32
High,High,High,No,Yes,High,5-9 years,Yes,Yes,0.0,1.0,0.0,1,0,0,0.0,0,0,0.3,Maize,FARM_1202,Kwale,55.61,Female,9.04,11064,No,84
High,Low,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,0.0,0.5,0,1,0,0.0,0,0,0.2,Maize,FARM_1203,Garissa,55.61,Male,24.47,62816,No,87
High,Low,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.5,0,0,0.14,Beans,FARM_1204,Machakos,137.27,Male,22.01,36483,No,60
High,High,High,Yes,Yes,High,5-9 years,Yes,No,0.0,1.0,0.0,0,0,0,0.0,0,1,0.19,Maize,FARM_1205,Kwale,55.61,Male,17.99,40763,No,76
Low,Moderate,High,No,Yes,High,1-4 years,No,Yes,1.0,0.5,0.0,1,0,0,0.5,1,0,0.485,Beans,FARM_1206,Trans-Nzoia,137.27,Male,9.57,21992,No,18
Moderate,Moderate,Low,Yes,Yes,High,5-9 years,Yes,No,0.5,0.5,1.0,0,0,0,0.0,0,1,0.335,Beans,FARM_1207,Nyeri,137.27,Male,7.58,14125,No,49
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,0.5,0.5,0.5,0,0,0,0.0,1,0,0.295,Maize,FARM_1208,Kiambu,55.61,Male,3.52,6661,Yes,79
High,Moderate,Low,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,1.0,1,0,0,0.0,0,0,0.355,Maize,FARM_1209,Kisumu,55.61,Male,12.79,9135,Yes,25
Moderate,High,Moderate,Yes,No,Low,1-4 years,No,Yes,0.5,1.0,0.5,0,1,1,0.5,1,0,0.6500000000000001,Maize,FARM_1210,Tharaka Nithi,55.61,Female,73.58,161877,No,58
High,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.0,0.5,0.5,0,0,1,0.0,1,0,0.305,Beans,FARM_1211,Bungoma,137.27,Male,65.89,92445,No,66
Moderate,High,High,Yes,Yes,High,<1 year,No,Yes,0.5,1.0,0.0,0,0,0,0.5,1,0,0.35,Maize,FARM_1212,Siaya,55.61,Male,3.23,6668,No,51
Low,Moderate,Low,Yes,No,High,>9 years,No,Yes,1.0,0.5,1.0,0,1,0,0.0,1,0,0.5850000000000001,Maize,FARM_1213,Tharaka Nithi,55.61,Male,24.76,41571,No,30
Moderate,High,High,No,Yes,Low,5-9 years,Yes,Yes,0.5,1.0,0.0,1,0,1,0.0,0,0,0.49,Maize,FARM_1214,Nandi,55.61,Male,4.44,6707,No,30
High,Low,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.0,0,0,0.1,Maize,FARM_1215,Nyandarua,55.61,Male,22.64,21912,No,36
High,Moderate,High,Yes,Yes,Low,>9 years,No,No,0.0,0.5,0.0,0,0,1,0.0,1,1,0.255,Maize,FARM_1216,Homa Bay,55.61,Female,36.64,66771,No,60
High,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.0,0.5,0.5,0,0,1,0.0,1,0,0.305,Beans,FARM_1217,West Pokot,137.27,Male,5.01,6524,No,83
High,Moderate,High,No,Yes,High,>9 years,No,Yes,0.0,0.5,0.0,1,0,0,0.0,1,0,0.265,Maize,FARM_1218,Kericho,55.61,Male,16.11,33232,No,22
Moderate,High,Moderate,No,Yes,Low,1-4 years,Yes,Yes,0.5,1.0,0.5,1,0,1,0.5,0,0,0.6000000000000001,Maize,FARM_1219,Wajir,55.61,Male,14.4,34039,No,55
Moderate,Low,High,No,Yes,Low,<1 year,Yes,Yes,0.5,0.0,0.0,1,0,1,0.5,0,0,0.36,Maize,FARM_1220,Kisii,55.61,Female,24.46,39485,No,37
High,Moderate,Moderate,Yes,No,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,1,1,0.0,0,0,0.385,Beans,FARM_1221,Trans-Nzoia,137.27,Male,44.33,84176,No,47
High,High,High,Yes,No,High,1-4 years,Yes,Yes,0.0,1.0,0.0,0,1,0,0.5,0,0,0.34,Maize,FARM_1222,Kirinyaga,55.61,Male,13.33,21150,No,34
High,Moderate,Moderate,No,Yes,Low,5-9 years,Yes,Yes,0.0,0.5,0.5,1,0,1,0.0,0,0,0.385,Beans,FARM_1223,Vihiga,137.27,Male,76.71,182059,No,59
High,High,Moderate,No,Yes,Low,>9 years,No,Yes,0.0,1.0,0.5,1,0,1,0.0,1,0,0.52,Beans,FARM_1224,Makueni,137.27,Female,10.29,13179,No,60
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.0,0,0,0.245,Maize,FARM_1225,Lamu,55.61,Male,16.23,45107,No,29
High,High,High,Yes,No,Low,>9 years,No,Yes,0.0,1.0,0.0,0,1,1,0.0,1,0,0.45,Beans,FARM_1226,Kwale,137.27,Female,15.29,27744,No,55
High,Low,High,Yes,Yes,High,5-9 years,No,No,0.0,0.0,0.0,0,0,0,0.0,1,1,0.07,Beans,FARM_1227,Wajir,137.27,Female,4.37,7808,No,20
Low,Low,Low,No,Yes,Low,>9 years,Yes,Yes,1.0,0.0,1.0,1,0,1,0.0,0,0,0.55,Beans,FARM_1228,Kirinyaga,137.27,Male,9.25,10490,No,63
High,Low,Low,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.0,0,0,0.14,Maize,FARM_1229,Elgeyo-Marakwet,55.61,Male,38.33,65575,Yes,37
High,Moderate,Moderate,Yes,No,High,>9 years,No,No,0.0,0.5,0.5,0,1,0,0.0,1,1,0.355,Beans,FARM_1230,Bungoma,137.27,Male,77.76,169566,No,90
High,High,High,Yes,Yes,High,>9 years,Yes,No,0.0,1.0,0.0,0,0,0,0.0,0,1,0.19,Maize,FARM_1231,Lamu,55.61,Male,25.34,33604,No,44
High,Low,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,0,0.0,0,0,0.07,Maize,FARM_1232,West Pokot,55.61,Male,12.29,21540,No,81
High,Low,Low,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,1.0,0,0,0,0.0,0,0,0.14,Maize,FARM_1233,Turkana,55.61,Female,2.76,5235,No,32
Low,High,Moderate,Yes,Yes,High,1-4 years,No,Yes,1.0,1.0,0.5,0,0,0,0.5,1,0,0.51,Maize,FARM_1234,Mombasa,55.61,Male,12.21,28442,No,90
High,High,Moderate,No,Yes,High,<1 year,Yes,Yes,0.0,1.0,0.5,1,0,0,0.5,0,0,0.41,Maize,FARM_1235,Kirinyaga,55.61,Male,22.15,27318,No,23
Moderate,Moderate,Low,Yes,Yes,Low,1-4 years,Yes,Yes,0.5,0.5,1.0,0,0,1,0.5,0,0,0.455,Beans,FARM_1236,Machakos,137.27,Male,4.45,3529,No,23
High,Moderate,Moderate,No,No,High,5-9 years,Yes,Yes,0.0,0.5,0.5,1,1,0,0.0,0,0,0.415,Maize,FARM_1237,Kwale,55.61,Male,82.67,88537,Yes,80
Moderate,Moderate,High,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,0.5,0.0,0,0,1,0.0,0,0,0.275,Maize,FARM_1238,Kirinyaga,55.61,Male,12.08,29645,No,19
High,Low,Low,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.0,1.0,0,0,1,0.5,0,0,0.28,Beans,FARM_1239,Migori,137.27,Male,4.27,6060,No,43
Moderate,High,Low,Yes,Yes,Low,>9 years,Yes,No,0.5,1.0,1.0,0,0,1,0.0,0,1,0.52,Maize,FARM_1240,Kajiado,55.61,Male,34.49,30944,No,26
High,Low,High,Yes,Yes,High,>9 years,No,Yes,0.0,0.0,0.0,0,0,0,0.0,1,0,0.05,Beans,FARM_1241,Kirinyaga,137.27,Male,30.27,63501,No,66
Moderate,High,Low,Yes,Yes,Low,<1 year,Yes,Yes,0.5,1.0,1.0,0,0,1,0.5,0,0,0.54,Maize,FARM_1242,Marsabit,55.61,Female,74.01,186432,Yes,78
High,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.5,0.5,0,0,1,0.0,0,0,0.255,Beans,FARM_1243,Migori,137.27,Female,82.3,175375,Yes,45
Moderate,Moderate,Moderate,No,Yes,Low,<1 year,No,No,0.5,0.5,0.5,1,0,1,0.5,1,1,0.5850000000000001,Maize,FARM_1244,Kiambu,55.61,Male,20.01,44712,No,80
High,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.5,0,0,1,0.0,0,0,0.17,Beans,FARM_1245,Bungoma,137.27,Male,7.79,15665,No,85
Low,High,Low,Yes,No,High,1-4 years,Yes,Yes,1.0,1.0,1.0,0,1,0,0.5,0,0,0.66,Beans,FARM_1246,Kisii,137.27,Male,79.23,78871,No,76
High,High,Low,Yes,Yes,High,1-4 years,No,Yes,0.0,1.0,1.0,0,0,0,0.5,1,0,0.4,Beans,FARM_1247,Homa Bay,137.27,Male,18.6,14994,No,59
High,High,Low,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,1.0,0,0,0,0.0,0,0,0.31,Maize,FARM_1248,Tana River,55.61,Male,73.25,201325,No,89
High,Low,Moderate,Yes,Yes,High,1-4 years,Yes,No,0.0,0.0,0.5,0,0,0,0.5,0,1,0.13,Beans,FARM_1249,Trans-Nzoia,137.27,Male,15.16,12664,No,54
Low,High,High,Yes,Yes,Low,>9 years,Yes,No,1.0,1.0,0.0,0,0,1,0.0,0,1,0.47,Maize,FARM_1250,Meru,55.61,Male,19.22,15490,Yes,56
High,High,Low,Yes,Yes,Low,1-4 years,Yes,No,0.0,1.0,1.0,0,0,1,0.5,0,1,0.47,Maize,FARM_1251,Lamu,55.61,Male,25.97,20793,No,19
Moderate,Moderate,High,No,No,High,>9 years,No,No,0.5,0.5,0.0,1,1,0,0.0,1,1,0.505,Maize,FARM_1252,Garissa,55.61,Male,12.56,29872,Yes,71
Moderate,Low,Moderate,No,No,Low,>9 years,Yes,Yes,0.5,0.0,0.5,1,1,1,0.0,0,0,0.52,Beans,FARM_1253,Narok,137.27,Male,89.73,110444,No,65
Moderate,Low,High,No,Yes,High,>9 years,Yes,Yes,0.5,0.0,0.0,1,0,0,0.0,0,0,0.22,Maize,FARM_1254,Tharaka Nithi,55.61,Female,6.19,4616,No,35
Low,Low,Moderate,Yes,Yes,Low,>9 years,Yes,Yes,1.0,0.0,0.5,0,0,1,0.0,0,0,0.35,Beans,FARM_1255,Machakos,137.27,Female,80.22,178918,No,85
Low,High,High,Yes,Yes,High,>9 years,Yes,Yes,1.0,1.0,0.0,0,0,0,0.0,0,0,0.35,Maize,FARM_1256,Trans-Nzoia,55.61,Female,77.08,211808,No,31
High,High,Moderate,No,No,High,5-9 years,No,No,0.0,1.0,0.5,1,1,0,0.0,1,1,0.5700000000000001,Beans,FARM_1257,Laikipia,137.27,Male,65.63,90786,No,72
High,Moderate,High,Yes,Yes,High,5-9 years,No,Yes,0.0,0.5,0.0,0,0,0,0.0,1,0,0.135,Beans,FARM_1258,Kericho,137.27,Male,8.56,12145,No,83
Low,High,Moderate,Yes,No,High,5-9 years,Yes,No,1.0,1.0,0.5,0,1,0,0.0,0,1,0.5700000000000001,Maize,FARM_1259,Murang'a,55.61,Male,30.58,62552,Yes,27
Moderate,Low,High,No,Yes,High,5-9 years,Yes,Yes,0.5,0.0,0.0,1,0,0,0.0,0,0,0.22,Beans,FARM_1260,Wajir,137.27,Male,3.72,5306,Yes,19
Low,Moderate,Moderate,Yes,No,High,5-9 years,No,Yes,1.0,0.5,0.5,0,1,0,0.0,1,0,0.515,Beans,FARM_1261,Kitui,137.27,Female,19.62,30973,No,20
High,High,Moderate,Yes,No,Low,5-9 years,No,Yes,0.0,1.0,0.5,0,1,1,0.0,1,0,0.52,Beans,FARM_1262,Vihiga,137.27,Male,3.49,3531,No,39
Moderate,Moderate,High,Yes,No,High,>9 years,Yes,Yes,0.5,0.5,0.0,0,1,0,0.0,0,0,0.305,Maize,FARM_1263,Vihiga,55.61,Male,88.15,92052,No,27
Low,Moderate,Moderate,Yes,Yes,High,<1 year,No,Yes,1.0,0.5,0.5,0,0,0,0.5,1,0,0.425,Beans,FARM_1264,Bungoma,137.27,Female,14.1,20113,No,55
Moderate,Moderate,Moderate,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,0.5,0,0,0,0.5,0,0,0.285,Maize,FARM_1265,Tana River,55.61,Male,18.0,35741,No,51
Moderate,Moderate,Moderate,Yes,Yes,Low,>9 years,Yes,No,0.5,0.5,0.5,0,0,1,0.0,0,1,0.365,Maize,FARM_1266,Nairobi,55.61,Male,23.12,22510,No,25
Low,Moderate,Moderate,No,Yes,Low,1-4 years,Yes,Yes,1.0,0.5,0.5,1,0,1,0.5,0,0,0.6050000000000001,Maize,FARM_1267,Narok,55.61,Male,73.52,119734,No,79
High,Low,Moderate,No,No,High,>9 years,Yes,Yes,0.0,0.0,0.5,1,1,0,0.0,0,0,0.33,Beans,FARM_1268,Nandi,137.27,Male,9.21,23293,Yes,86
High,Low,High,Yes,Yes,Low,>9 years,Yes,Yes,0.0,0.0,0.0,0,0,1,0.0,0,0,0.1,Maize,FARM_1269,Trans-Nzoia,55.61,Male,8.01,8314,No,28
High,Moderate,High,Yes,Yes,Low,1-4 years,Yes,Yes,0.0,0.5,0.0,0,0,1,0.5,0,0,0.225,Maize,FARM_1270,Trans-Nzoia,55.61,Male,68.94,133340,No,61
High,High,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.0,0,0,0,0.0,0,0,0.17,Maize,FARM_1271,Siaya,55.61,Female,24.01,40177,No,60
High,High,Low,No,No,High,5-9 years,Yes,Yes,0.0,1.0,1.0,1,1,0,0.0,0,0,0.5700000000000001,Maize,FARM_1272,Kisumu,55.61,Male,6.4,12932,No,24
High,High,High,No,No,High,1-4 years,Yes,Yes,0.0,1.0,0.0,1,1,0,0.5,0,0,0.47,Beans,FARM_1273,Siaya,137.27,Male,83.4,82570,No,25
High,Moderate,High,No,Yes,Low,>9 years,No,No,0.0,0.5,0.0,1,0,1,0.0,1,1,0.385,Maize,FARM_1274,Kajiado,55.61,Male,19.51,55678,No,77
Moderate,Moderate,High,No,Yes,High,1-4 years,No,Yes,0.5,0.5,0.0,1,0,0,0.5,1,0,0.3949999999999999,Maize,FARM_1275,Kirinyaga,55.61,Male,29.89,82620,No,45
High,High,Moderate,No,Yes,High,>9 years,Yes,No,0.0,1.0,0.5,1,0,0,0.0,0,1,0.39,Maize,FARM_1276,Kisii,55.61,Male,13.51,27906,No,20
High,High,Moderate,Yes,Yes,Low,5-9 years,No,No,0.0,1.0,0.5,0,0,1,0.0,1,1,0.41,Maize,FARM_1277,Samburu,55.61,Male,3.85,6174,No,54
Low,Low,Moderate,Yes,Yes,Low,5-9 years,Yes,No,1.0,0.0,0.5,0,0,1,0.0,0,1,0.37,Maize,FARM_1278,Kakamega,55.61,Male,20.6,55760,No,51
Low,High,High,Yes,No,High,<1 year,No,Yes,1.0,1.0,0.0,0,1,0,0.5,1,0,0.5700000000000001,Beans,FARM_1279,Nakuru,137.27,Female,79.39,228413,No,84
Moderate,Moderate,Low,No,Yes,Low,1-4 years,Yes,No,0.5,0.5,1.0,1,0,1,0.5,0,1,0.6050000000000001,Maize,FARM_1280,Tana River,55.61,Female,5.3,15753,No,35
High,Low,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,Beans,FARM_1281,Mombasa,137.27,Male,16.37,20009,No,40
Moderate,High,High,Yes,Yes,High,1-4 years,Yes,Yes,0.5,1.0,0.0,0,0,0,0.5,0,0,0.3,Beans,FARM_1282,Mandera,137.27,Male,69.48,44973,No,19
High,Low,High,No,Yes,High,5-9 years,Yes,Yes,0.0,0.0,0.0,1,0,0,0.0,0,0,0.13,Maize,FARM_1283,Homa Bay,55.61,Female,13.0,15876,No,49
Low,High,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,1.0,1.0,0.5,0,0,1,0.5,0,0,0.56,Maize,FARM_1284,Bomet,55.61,Female,81.54,62321,No,21
High,High,Moderate,Yes,No,High,5-9 years,No,Yes,0.0,1.0,0.5,0,1,0,0.0,1,0,0.42,Maize,FARM_1285,Meru,55.61,Male,67.75,175587,No,23
Low,Low,High,Yes,Yes,Low,5-9 years,Yes,No,1.0,0.0,0.0,0,0,1,0.0,0,1,0.3,Maize,FARM_1286,Wajir,55.61,Male,25.79,50048,No,45
High,Low,Moderate,Yes,No,High,>9 years,No,Yes,0.0,0.0,0.5,0,1,0,0.0,1,0,0.25,Beans,FARM_1287,Garissa,137.27,Male,3.21,3477,No,83
High,Moderate,Moderate,No,Yes,High,>9 years,Yes,Yes,0.0,0.5,0.5,1,0,0,0.0,0,0,0.285,Maize,FARM_1288,Nakuru,55.61,Male,15.17,26558,No,22
Moderate,Moderate,Moderate,Yes,Yes,Low,1-4 years,Yes,Yes,0.5,0.5,0.5,0,0,1,0.5,0,0,0.3849999999999999,Maize,FARM_1289,Busia,55.61,Female,23.99,46860,No,70
Low,Low,Low,No,Yes,Low,5-9 years,No,Yes,1.0,0.0,1.0,1,0,1,0.0,1,0,0.6000000000000001,Beans,FARM_1290,Kiambu,137.27,Female,28.06,22682,No,66
High,Low,Moderate,No,No,Low,5-9 years,Yes,Yes,0.0,0.0,0.5,1,1,1,0.0,0,0,0.43,Beans,FARM_1291,Bungoma,137.27,Male,11.77,22496,No,21
High,Low,High,Yes,Yes,High,>9 years,Yes,Yes,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,Maize,FARM_1292,Nakuru,55.61,Male,18.04,19632,No,25
High,Moderate,Moderate,Yes,Yes,Low,5-9 years,Yes,Yes,0.0,0.5,0.5,0,0,1,0.0,0,0,0.255,Beans,FARM_1293,Murang'a,137.27,Male,25.48,70674,Yes,70
Moderate,Moderate,Moderate,Yes,Yes,High,>9 years,No,Yes,0.5,0.5,0.5,0,0,0,0.0,1,0,0.295,Maize,FARM_1294,Nyamira,55.61,Male,68.59,54591,No,88
High,Low,Moderate,Yes,No,High,5-9 years,Yes,No,0.0,0.0,0.5,0,1,0,0.0,0,1,0.22,Maize,FARM_1295,Kajiado,55.61,Male,11.83,30663,No,36
Moderate,Moderate,Moderate,Yes,Yes,High,5-9 years,No,Yes,0.5,0.5,0.5,0,0,0,0.0,1,0,0.295,Beans,FARM_1296,Bomet,137.27,Female,79.28,71744,No,63
Moderate,Moderate,Moderate,Yes,Yes,Low,>9 years,No,Yes,0.5,0.5,0.5,0,0,1,0.0,1,0,0.3949999999999999,Maize,FARM_1297,Nyandarua,55.61,Male,20.77,45158,No,62
Moderate,Moderate,High,Yes,Yes,High,1-4 years,Yes,Yes,0.5,0.5,0.0,0,0,0,0.5,0,0,0.215,Maize,FARM_1298,Nyandarua,55.61,Female,21.12,29839,No,79
Moderate,Moderate,High,No,Yes,Low,>9 years,Yes,Yes,0.5,0.5,0.0,1,0,1,0.0,0,0,0.405,Beans,FARM_1299,Homa Bay,137.27,Female,10.36,13835,No,73
High,Moderate,Moderate,Yes,No,Low,<1 year,No,Yes,0.0,0.5,0.5,0,1,1,0.5,1,0,0.475,Maize,FARM_1300,Trans-Nzoia,55.61,Female,13.94,37690,No,83
Moderate,High,Moderate,Yes,No,Low,<1 year,No,Yes,0.5,1.0,0.5,0,1,1,0.5,1,0,0.6500000000000001,Maize,FARM_1301,Bungoma,55.61,Male,76.47,92419,No,41
High,Moderate,High,Yes,Yes,High,1-4 years,No,Yes,0.0,0.5,0.0,0,0,0,0.5,1,0,0.175,Maize,FARM_1302,Garissa,55.61,Female,11.65,10887,No,74
Moderate,Moderate,Moderate,Yes,No,High,>9 years,Yes,Yes,0.5,0.5,0.5,0,1,0,0.0,0,0,0.375,Maize,FARM_1303,Siaya,55.61,Female,16.43,14442,No,55
Moderate,Moderate,Moderate,No,Yes,Low,<1 year,No,No,0.5,0.5,0.5,1,0,1,0.5,1,1,0.5850000000000001,Maize,FARM_1304,Nyamira,55.61,Male,14.4,31212,No,46
Moderate,Low,Moderate,Yes,No,Low,>9 years,No,Yes,0.5,0.0,0.5,0,1,1,0.0,1,0,0.44,Beans,FARM_1305,West Pokot,137.27,Female,4.64,10249,No,75
Low,High,Moderate,Yes,Yes,Low,1-4 years,No,Yes,1.0,1.0,0.5,0,0,1,0.5,1,0,0.6100000000000001,Beans,FARM_1306,Narok,137.27,Male,18.82,27491,No,56
Moderate,Low,Low,Yes,Yes,Low,5-9 years,Yes,Yes,0.5,0.0,1.0,0,0,1,0.0,0,0,0.33,Beans,FARM_1307,Turkana,137.27,Female,89.8,153746,No,85
Moderate,Low,Low,Yes,Yes,High,>9 years,Yes,Yes,0.5,0.0,1.0,0,0,0,0.0,0,0,0.23,Maize,FARM_1308,Garissa,55.61,Male,78.68,97625,No,35
High,High,High,No,Yes,High,>9 years,No,Yes,0.0,1.0,0.0,1,0,0,0.0,1,0,0.35,Maize,FARM_1309,Mombasa,55.61,Male,19.71,21184,No,67
High,High,Low,Yes,Yes,High,5-9 years,Yes,Yes,0.0,1.0,1.0,0,0,0,0.0,0,0,0.31,Maize,FARM_1310,Vihiga,55.61,Male,21.73,19320,Yes,71
Low,Moderate,Moderate,No,Yes,Low,>9 years,Yes,Yes,1.0,0.5,0.5,1,0,1,0.0,0,0,0.5650000000000001,Beans,FARM_1311,Vihiga,137.27,Female,82.6,113248,No,69
High,High,Moderate,Yes,Yes,High,>9 years,Yes,Yes,0.0,1.0,0.5,0,0,0,0.0,0,0,0.24,Beans,FARM_1312,Uasin Gishu,137.27,Male,9.82,9507,No,88
High,Moderate,Moderate,Yes,No,High,5-9 years,Yes,Yes,0.0,0.5,0.5,0,1,0,0.0,0,0,0.285,Beans,FARM_1313,Busia,137.27,Male,72.01,133334,No,24
